1,11,40
1,44,49
1,45,48
1,50,43
1,91,39
1,97,36
1,111,37
1,114,38
1,123,40
1,126,45
1,131,44
1,194,41
1,210,43
1,219,49
1,234,39
1,236,35
1,245,37
1,253,39
1,258,40
1,259,46
1,448,34
1,428,10
1,419,22
1,411,25
1,398,28
1,345,22
1,359,28
1,366,29
1,420,8
1,170,6
2,261,36
2,263,40
2,265,45
2,272,44
2,566,41
2,558,39
2,543,35
2,536,40
2,527,44
2,510,47
2,501,37
2,492,35
2,11,36
2,44,40
2,45,37
2,111,38
2,114,41
2,123,39
2,126,49
2,131,44
2,389,22
2,391,25
2,353,10
2,349,34
2,341,33
2,375,27
2,383,28
2,408,20
2,384,9
2,414,5
3,10,35
3,27,50
3,46,48
3,78,43
3,82,37
3,85,39
3,99,50
3,113,48
3,154,42
3,157,40
3,159,39
3,170,41
3,180,38
3,186,50
3,189,38
3,207,45
3,208,44
3,225,48
3,254,50
3,302,38
3,34,30
3,47,28
3,53,29
3,60,12
3,69,15
3,43,13
3,115,19
3,149,20
3,112,5
3,124,8
4,157,49
4,159,50
4,170,44
4,180,47
4,186,39
4,189,38
4,207,35
4,208,37
4,225,49
4,254,44
4,302,40
4,306,42
4,311,39
4,321,36
4,328,50
4,355,50
4,358,39
4,361,36
4,363,48
4,367,40
4,119,10
4,95,14
4,60,18
4,69,20
4,83,34
4,150,19
4,168,23
4,203,30
4,283,5
4,284,9
5,30,46
5,34,38
5,60,42
5,69,50
5,88,49
5,95,37
5,120,38
5,217,45
5,226,42
5,292,48
5,325,50
5,343,38
5,350,39
5,364,50
5,437,46
5,450,48
5,487,44
5,513,43
5,547,50
5,550,39
5,21,26
5,61,32
5,71,29
5,85,16
5,117,30
5,7,33
5,63,28
5,522,19
5,314,3
5,468,7
6,47,40
6,53,47
6,69,50
6,83,39
6,88,37
6,95,45
6,102,42
6,118,38
6,119,50
6,217,49
6,226,36
6,291,38
6,292,42
6,350,46
6,364,48
6,437,49
6,457,46
6,504,50
6,547,50
6,550,36
6,199,32
6,209,25
6,302,24
6,399,29
6,498,17
6,103,16
6,315,28
6,432,32
6,191,2
6,316,0
7,11,33
7,13,26
7,44,11
7,45,33
7,50,24
7,67,33
7,91,13
7,97,23
7,111,19
7,123,19
7,194,23
7,558,10
7,27,25
7,46,33
7,78,13
7,82,20
7,85,12
7,99,21
7,170,34
7,306,20
7,207,10
7,438,14
7,92,30
7,53,13
7,69,20
7,325,28
7,343,32
7,102,32
7,118,23
7,343,25
8,54,27
8,480,27
8,340,29
8,305,33
8,289,34
8,242,29
8,222,22
8,193,23
8,181,18
8,147,11
8,116,28
8,59,17
8,18,28
8,309,19
8,312,15
8,319,31
8,314,22
8,266,31
8,243,29
8,240,28
8,230,25
8,204,18
8,200,21
8,61,25
8,484,30
8,303,28
8,327,32
8,440,28
8,400,22
8,472,29
