1,1,양파는 곱게 채 썬다.찬물에 담가 매운맛을 제거하고 물기를 뺴주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/533bc61f43b8e22531f748b2b35188951.png
1,2,새송이 버섯은 길게 썬다.꽈리고추는 꼭지를 떼서 준비해주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/7b293622349abeeed686d084b5a6898a1.png
1,3,"팬에 기름을 두르고 새송이버섯, 꽈리고추를 넣어 노릇하게 익힌다.버섯과 꽈리고추는 키친타올에 올려 기름을 제거해주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/45610cce917ca5c309f0e645b3e6d9491.png
1,4,"채소를 익힌 팬에 대창을 굽고, 대창이 50%정도 익었을 때 한입 크기로 자른다.중간중간에 기름을 제거하며 대창을 구워주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/1c28d9789772e2c0bfac3931276017501.png
1,5,대창이 80%정도 익었을 때 데리야끼 소스와 맛술을 넣어 졸인다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/1f1739d893cabfd84e8826397ae5a78b1.png
1,6,"그릇에 밥>양파, 꽈리고추, 새송이버섯>대창을 올린다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/ba5e5752f6a4acc139400f35a6ce84731.png
1,7,가운데에 달걀 노른자와 와사비를 올려 완성한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/24/51ac19176d8afe65e96d3b24d47058a31.png
2,1,"미나리, 편육을 할 물을 끓인다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/39f6a83e1a239636095992dc4863f4c81.jpg
2,2,미나리는 잎을 제거하고 잔뿌리가 있을 경우 제거하여 사용한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/3648857da0127ad63bf1fb5b344cac571.jpg
2,3,홍 고추는 4cm로 자른 후 반을 갈라 씨를 제거하여 요구사항에 맞춰 썬다.홍 고추의 물이 배어 나오지 않도록 키친타올로 닦는다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/6007db53b51cfdbd49cdd09b4d30c80c1.jpg
2,4,물이 끓으면 소금 1/3t을 넣고 미나리를 20초간 데쳐 찬물에 헹군다미나리는 물기를 제거한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/5be1daa762e825adf04883cd4f9240b61.jpg
2,5,미나리 삶은 물에 소고기를 넣고 편육을 만든다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/fdf3657bee9efd1f70b1ee2fade7e2c81.jpg
2,6,미나리는 최대한 길게 사용하고 지급된 미나리가 두꺼울 경우 0.3cm 두께로 찢어 사용한다.최대한 길게 사용한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/a19c1dafad957f2d519b12aa113739d01.jpg
2,7,달걀은 황백으로 나누어 소금 한 꼬집을 넣고 고루 푼다,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/e5032a820d059cb6ae6f1c164523199a1.jpg
2,8,고기가 익으면 면 보로 감싸 식혀 모양을 잡는다.젓가락으로 찔러 핏물이 나오지 않을 때까지 익힌다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/0d619a2811079e2305b93d9c091d7cd01.jpg
2,9,팬에 기름으로 코팅을 한 후 지단을 각각 부친다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/3747d6e7ba7f8fed8b453e1c03d6064d1.jpg
2,10,"유의사항에 맞춰 황. 백 지단, 편육을 썬다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/962ec6d768816916031bc3f68aace8ea1.jpg
2,11,편육 -> 백 지단 -> 황 지단 -> 홍고추 순으로 얹어 미나리로 가운데를 말아 젓가락으로 고정하여 8개를 완성한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/3d2c1646f90073fc87923818b3ed70761.jpg
2,12,고추장 1: 설탕 1: 식초 1 비율로 초고추장을 만든다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/cac764c2647ea3586280d733026ddd6d1.jpg
2,13,"미나리강회, 초고추장을 함께 제출한다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/20/4ab28017a31594fa84949fd83644e8111.jpg
3,1,애호박은 어슷 썰어준 뒤 채 썰고 대파도 어슷하게 채 썬다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/17/751b28247a6be3400ed123fb569a2ca91.png
3,2,팬에 들기름을 두르고 애호박을 볶다가 대파를 넣고 볶는다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/17/45ea044a7711bb6a1b599cc032ff295c1.png
3,3,양념 재료를 넣고 볶는다.소금으로 간을 맞춰주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/17/9ff0ac78271b7baf7b8bfc67513ee1531.png
3,4,끓는 물에 소금을 넣고 소면을 삶아내어 찬물에 헹군다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/17/1edc8bd53d0dbd3077389d70cd8906bc1.png
3,5,그릇에 소면을 담고 애호박볶음을 올려 완성한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/17/32140edf45837440ce301890bf5b301c1.png
4,1,"파, 마늘을 곱게 다진다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/c63c02dcf307baa71d1f8b6dd2310eaa1.jpg
4,2,두부는 판에 눌린 부분을 제거한 후 면보로 수분을 제거한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/a571e9d5a4f6faf37fa1f81f2023b3d91.jpg
4,3,두부는 칼등으로 곱게 으깬다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/32965dc6a3b6467f6e4a7e9ee34ce8fd1.jpg
4,4,소고기는 곱게 다진다.소고기는 지급되면 키친타올로 감싸 핏물을 제거하고 교차오염을 방지한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/1a51cd600d77198494a1eea11dc670fb1.jpg
4,5,"소고기, 두부, 소금 1/3t, 설탕 1t, 파, 마늘, 후추, 깨소금, 참기름을 넣고 충분히 치대 고기 반죽을 한다.두부와 소고기의 비율은 1:3으로 넣어 반죽을 한다. ",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/63ce1c72a92686cae09f57f6c0d05ba81.jpg
4,6,입자가 보이지 않을 정도로 치댄 후 네모 모양(반대기) 1 * 8*8cm로 성형한다,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/d693e441cad1f685b98cbe530169d1591.jpg
4,7,#NAME?,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/56155f486cfbc5a9da2faaa24964f7ee1.jpg
4,8,석쇠를 달궈 앞뒤로 식용유를 발라 코팅을 한 후 섭산적을 올려 앞뒤로 굽는다.뒤집거나 옮길 때 부서지지 않도록 주의한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/5ff9f1c43db6e8a72a103b4fcadf90b81.jpg
4,9,섭산적이 식을 동안 잣을 보슬보슬하게 다진다.충분히 식은 후 잘라야 부서지지 않아요 ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/3bb720761c0e429eba05e9896387444c1.jpg
4,10,섭산적을 요구사항에 맞춰 자른 후 접시에 담아 다진 잣을 올려 완성한다접시에 담을 때 9개의 섭산적의 간격을 두고 담아 제출한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/13/c650d3d9a13369f3a90b83d4986924b41.jpg
5,1,냄비에 물을 넣고 끓이다 라면을 2분간 끓인다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/ffe9354221aa3697f5a5d66b5e23f0871.png
5,2,카레와 라면스프를 넣고 끓인다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/abd134659b307853e984f4ba2452d9fd1.png
5,3,그릇에 담아 슬라이스치즈를 올려 완성한다.파슬리가루를 뿌려도 좋아요 ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/68418f40ec27c0f86bde852dd9f037fd1.png
6,1,"파, 마늘은 곱게 다진다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/8466477c1b878dc27f39392b63e113481.jpg
6,2,두부는 판에 눌린 부분을 제거하고 면보를 이용하여 수분을 제거한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/6d3e82ac0ca06c3366751b30d67941f81.jpg
6,3,수분 제거한 두부는 칼등을 이용하여 곱게 으깬다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/d1946f5f535ad834a372bee7570fbcec1.jpg
6,4,소고기는 곱게 다진다.지급되면 키친타올에 감싸 핏물을 제거하고 교차오염이 되지않도록 따로 분리한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/9fe859d9005f64af28ee3f753b6fcc361.jpg
6,5,"소고기, 두부는 3:1 비율로 넣고 소금 1/3작은술, 설탕 1작은술, 다진 파, 다진마늘, 후추 약간, 깨소금 약간, 참기름 1/2 작은술를 넣고 섞는다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/2d7eab89b8f45ff95ff4641c3cf0ef4a1.jpg
6,6,끈기가 생기도록 치댄 후 3cm 원형으로 6개 만든다.손바닥을 이용하여 끈기가 생길수 있게 비빈 후 성형한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/38f33aff5679d4f5b6eb9da3fc3b85621.jpg
6,7,"지름 4.5cm, 두께 0.5cm 가 되도록 둥글 납작하게 모양을 만든다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/49f0367a9f6a0ca2eb9ae4317b85ab231.jpg
6,8,밀가루 ->달걀물 순으로 반죽옷을 입힌다.달걀을 체에 내려 준비한다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/1bf8d1668b5ca6b391f2669f953d8c131.jpg
6,9,팬에 식용유로 코팅을 한 후 전을 올려 약불로 서서히 익힌다전을 눌러 속 안쪽까지 익힌다,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/dd10a57c1ea92ad3e0ecd6833e065eec1.jpg
6,10,앞 뒤로 익혀주고 전의 옆면도 굴려 익혀 제출한다 ,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/0528d7c47c36f9630cc403235b66bceb1.jpg
7,1,홍합 데칠 물을 끓인다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/866a2bbaacdddfce5108cb121fc254f11.jpg
7,2,"마늘, 생강을 편 썬다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/5e08f0ebe4a4d3e2478b30598712eee11.jpg
7,3,대파는 2cm 길이로 썬다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/297b502c5d41ab5600088f28ed5608611.jpg
7,4,"홍합은 깨끗한 물에 흔들어 씻은 후 살에 붙어 있는 수염, 이물질을 제거한다.지급재료에 소금이 지급될 경우 옅은 소금물에 흔들어 씻는다. ",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/455126ead3e984e900d54d3bf5d04ba51.jpg
7,5,물이 끓으면 홍합을 10~20초간 데친다.홍합의 살이 탱탱해질 때까지 데친다. ,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/5295ad4f473246d90bc28e57f14cb9711.jpg
7,6,찬물에 헹궈 물기를 제거한다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/6197e61db5e34455eb271b1cb12f12841.jpg
7,7,"냄비에 물 3T, 간장 2T, 설탕 1T, 후추 약간, 마늘, 생강을 넣고 소스를 2T~2+1/2T 남을 때까지 졸인다.시럽의 농도로 졸이고, 냄비를 돌려 가장자리가 타지 않게 유의한다. ",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/3cc6fa216e2e010a30e893d9cad6a1b21.jpg
7,8,잣을 다져 보슬보슬하게 만든다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/615f72aa5295f0c510788d023974dba61.jpg
7,9,"대파, 홍합을 넣고 강 불로 볶는다.홍합에서 수분이 나와 묽어지므로 강 불에서 졸이듯이 볶는다. ",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/fafb07d0229dbf14e006f9a09a48fb6b1.jpg
7,10,소스가 1T~1+1/2T이 남으면 불 끄고 참기름 1/2T을 넣고 섞는다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/97f1f2d192dffebe5de751448e0fc8251.jpg
7,11,완성그릇에 담아 국물을 끼얹고 잣가루를 고명으로 얹어 완성한다.소스를 살짝 끓은 국물 끼얹어 반질반질 윤기가 나게 해도 제출해도 좋다,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/31/af2202f119f8b3ef6174165a8c1aa9fc1.jpg
8,1,"마늘을 굵게 다지고, 방울토마토는 반으로 가른다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/fc1d926d8db169449b9337d2f329d1ac1.jpg
8,2,"오징어의 몸통은 통으로 사용하고, 다리는 잘게 자른다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/c6cdaeca2cbf791c4ad298a0a9bd7b811.jpg
8,3,끓는 물 1L에 소금 1숟가락을 넣고 먹물 스파게티를 9분간 삶는다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/ef6a33305a8d4a4c2c00764848d7f30b1.jpg
8,4,달군 팬에 버터를 녹여 오징어몸통을 익힌다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/dfc5e858e32943305fd242dfe723c0851.jpg
8,5,달군 팬에 올리브유를 두르고 마늘을 넣고 볶다가 오징어 다리를 넣고 익힌다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/bad718d264605e40484822b84912e6261.jpg
8,6,"먹물스파게티, 면수, 방울토마토를 넣고 볶은 후 소금, 후추를 넣고 간을 맞춘다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/fad9eed9f47a787591a8761ff7eea64a1.jpg
8,7,"완성된 파스타에 오징어몸통, 그라노파다노를 뿌려 완성한다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/22/9fd20ad22c06cf3fdfc045f5c20d65b91.jpg
